Confirmed,Deaths,Active,People_Tested,Testing_Rate,Mortality_Rate,Incident_Rate,Province_State,Days_Since_Start
14651,351,7146.0,100241.0,3177.140285318551,2.3957409050576755,464.3637066689487,Iowa,35
7953,195,7315.0,61592.0,2114.1559062977763,2.451904941531497,272.9880816142716,Kansas,35
7688,334,4586.0,129685.0,2902.7415390517613,4.344432882414152,172.08063347518944,Kentucky,35
34432,2491,9333.0,265170.0,5704.060020727957,7.234549256505576,740.6652133865256,Louisiana,35
1687,70,589.0,23779.0,1768.9917959369504,4.149377593360996,125.50103703880043,Maine,35
38804,1992,33996.0,194926.0,3.569408238610049e-07,5.133491392639934,641.8467401516455,Maryland,35
86010,5797,0.0,460826.0,8.449296286124214e-07,6.739913963492617,1247.8775852545875,Massachusetts,35
51142,4891,18017.0,396958.0,4.313689482086306e-07,9.563568104493372,512.0930438875814,Michigan,35
15668,731,4762.0,150585.0,2670.1210291735347,4.665560377840184,277.8195456724836,Minnesota,35
11296,521,4507.0,113126.0,3801.0865719424655,4.6122521246458925,379.550889421195,Mississippi,35
11133,605,0.0,157044.0,2558.7917283917627,5.434294439953292,181.3952033327316,Missouri,35
468,16,21.0,26885.0,2515.489652668749,3.418803418803418,43.788326481271135,Montana,35
10177,123,0.0,65640.0,3393.2862146972097,1.2086076446890046,526.104110404837,Nebraska,35
6949,350,6327.0,80637.0,2617.951818024801,5.036695927471579,225.6054563470162,Nevada,35
3596,172,2166.0,48084.0,3536.3397074819577,4.783092324805339,264.46796414826383,New Hampshire,35
146653,10363,112991.0,487565.0,5489.24308081678,7.066340272616312,1651.0905531180936,New Jersey,35
5938,265,3934.0,128584.0,6132.307403226491,4.462782081508926,283.1895209385219,New Mexico,35
350121,28109,260631.0,1413396.0,7265.487280195128,8.028367335863887,1799.7784570136027,New York,35
18673,686,8872.0,248944.0,0.0,3.67375354790339,178.04014536878233,North Carolina,35
1927,43,679.0,55221.0,7246.260802926796,2.263157894736842,249.3235458532245,North Dakota,35
21,2,7.0,3339.0,6055.055853764688,9.523809523809524,38.08211228782823,Northern Mariana Islands,35
27923,1723,0.0,264462.0,2.5522666415720626e-07,6.170540414711886,238.88066660393017,Ohio,35
5310,288,1039.0,123472.0,3120.3665632121133,5.423728813559322,134.19355360451215,Oklahoma,35
3623,137,2080.0,94356.0,2237.1238415292373,3.781396632624896,85.89914449383639,Oregon,35
65743,4523,0.0,370473.0,2600.40842091022,6.879819904780737,513.5373886042239,Pennsylvania,35
2646,123,0.0,81384.0,2548.271687894958,4.648526077097506,82.85076779428461,Puerto Rico,35
12674,654,11048.0,112550.0,10624.329194674903,5.160170427647151,1196.3815922995088,Rhode Island,35
8816,385,3355.0,120331.0,2337.107868100656,4.367059891107078,171.22722295314907,South Carolina,35
3987,44,1219.0,28559.0,3.6071525864768233e-07,1.1035866566340606,450.6821272377266,South Dakota,35
17772,298,7824.0,325280.0,4763.094336152512,1.6766062788342522,260.26573638334594,Tennessee,35
40812,1439,11498.0,693276.0,2390.9464934002176,3.502445289729783,139.6267283618663,Texas,35
7238,80,3083.0,170752.0,5326.083498286627,1.1052777010223818,225.7671497879885,Utah,35
940,54,76.0,22282.0,3570.896281825481,5.74468085106383,150.64368121873943,Vermont,35
69,6,2.0,1347.0,1255.73330350151,8.695652173913043,64.32486855352948,Virgin Islands,35
30388,1010,25385.0,190361.0,2230.221735784315,3.323680400157957,356.0181870604471,Virginia,35
18433,1035,0.0,280993.0,3690.0452836303807,5.61492974556502,242.06512159790032,Washington,35
1492,67,506.0,75490.0,4212.266069691827,4.490616621983914,83.25209929765806,West Virginia,35
12543,453,5548.0,152217.0,3.168108045535596e-07,3.61157617794786,215.42537021458725,Wisconsin,35
754,8,248.0,17085.0,2952.0059299293835,1.0610079575596818,130.27875160472666,Wyoming,35
12438,489,0.0,229030.0,0.0,3.931500241196334,253.6718479926823,Alabama,36
389,10,34.0,35611.0,4867.91653281753,2.570694087403599,53.17512934952737,Alaska,36
0,0,0.0,105.0,188.7097643823799,0.0,0.0,American Samoa,36
14208,687,9951.0,211546.0,2149.7332565615616,4.835304054054054,195.19923634893348,Arizona,36
4813,100,1068.0,85239.0,2824.53731256238,2.077706212341575,159.48683214681935,Arkansas,36
82496,3262,0.0,1292672.0,3271.5749756727178,3.9541790411540094,208.78349466695408,California,36
26084,1506,17632.0,128495.0,2231.3056198443546,5.51301684532925,385.5359926206028,Colorado,36
38116,3450,28402.0,177679.0,4983.581966893549,9.051317032217442,1069.0864438122371,Connecticut,36
7869,405,3919.0,42458.0,6.107434655624977e-07,5.146778497903164,808.1013469382725,Delaware,36
49,0,0.0,0.0,0.0,0.0,0.0,Diamond Princess,36
7270,392,5850.0,37825.0,5359.554175776374,5.392022008253095,1030.1112718544412,District of Columbia,36
46442,1997,0.0,1078219.0,5020.170421120251,4.299987080659748,216.23320929947133,Florida,36
38283,1649,0.0,364289.0,3431.0491349925496,4.3073949272523055,360.5677196811317,Georgia,36
103,3,0.0,0.0,0.0,2.912621359223301,0.0,Grand Princess,36
154,5,23.0,4723.0,2875.862362920069,3.2467532467532467,93.77150198807762,Guam,36
640,17,50.0,42045.0,2969.548094743028,2.65625,45.201826153776615,Hawaii,36
2455,74,769.0,36672.0,2052.0798068341105,3.0142566191446027,137.3760887264873,Idaho,36
96485,4234,0.0,603241.0,4760.491803032887,4.388246877753018,761.4138488856495,Illinois,36
28255,1816,0.0,183912.0,3.6115877989114733e-07,6.427181029906211,419.6981708408476,Indiana,36
14955,355,7276.0,103148.0,3269.277702237985,2.373788030758944,473.998992098432,Iowa,36
8303,198,7640.0,66990.0,2299.4431770828687,2.384680236059256,285.0018913168989,Kansas,36
7935,346,4821.0,129685.0,2902.7415390517613,4.360428481411468,177.60923863496726,Kentucky,36
34709,2563,5897.0,269748.0,5802.537174157426,7.384251923132329,746.6237480086234,Louisiana,36
1713,71,589.0,23805.0,1770.9260146464992,4.144775248102744,127.43525574834922,Maine,36
39762,2023,34922.0,201506.0,3.680330417752842e-07,5.0877722448568985,657.692765743473,Maryland,36
87052,5862,0.0,460826.0,8.704501107942934e-07,6.733906171024215,1262.9954604299774,Massachusetts,36
51915,4915,18766.0,410178.0,4.448897185570997e-07,9.467398632379853,519.833216796836,Michigan,36
16372,740,4868.0,156606.0,2776.883314372285,4.5199120449548005,290.3026296751277,Minnesota,36
11432,527,3224.0,115767.0,3889.825408606894,4.609867039888034,384.120553104028,Mississippi,36
11264,616,0.0,151338.0,2465.8211876375576,5.46875,183.5296479241793,Missouri,36
470,16,20.0,28167.0,2635.4397264913764,3.404255319148936,43.97545608161845,Montana,36
10625,123,0.0,67501.0,3489.491358596532,1.1576470588235297,549.2636506879625,Nebraska,36
7061,358,6348.0,81832.0,2656.7485542940035,5.0701033847896895,229.241635813251,Nevada,36
3652,172,2212.0,50678.0,3727.115541464326,4.709748083242059,268.58648639306443,New Hampshire,36
148401,10439,114466.0,505569.0,5691.940838914728,7.034319175746794,1670.7703843308914,New Jersey,36
6096,270,4071.0,133253.0,6354.976967602031,4.429133858267717,290.72470859569376,New Mexico,36
351371,28219,261471.0,1439557.0,7399.966515128,8.031112413944236,1806.2040158097527,New York,36
19207,693,6877.0,255755.0,0.0,3.60805956161816,183.1316377710171,North Carolina,36
1986,44,668.0,56561.0,7422.099514212754,2.278612118073537,253.3914563381982,North Dakota,36
21,2,7.0,3420.0,6201.9440011605975,9.523809523809524,38.08211228782823,Northern Mariana Islands,36
28454,1761,0.0,271849.0,2.6318707171638535e-07,6.188936529134744,243.42336022448265,Ohio,36
5398,288,1102.0,123560.0,3122.590486511021,5.335309373842164,136.4174769034193,Oklahoma,36
3687,138,2143.0,97315.0,2307.2799465685034,3.742880390561432,87.41654588704796,Oregon,36
66521,4538,0.0,379448.0,2660.5943810762533,6.821905864313525,519.6145692673224,Pennsylvania,36
2710,124,0.0,81565.0,2553.9391062512564,4.575645756457565,84.85471682634592,Puerto Rico,36
12795,672,11111.0,115384.0,10891.848954228068,5.2520515826494725,1207.803572153402,Rhode Island,36
8942,391,3475.0,131559.0,2555.181740527829,4.372623574144487,173.6744359853742,South Carolina,36
4027,44,1199.0,29045.0,3.706738980782426e-07,1.0926247827166626,455.203643437754,South Dakota,36
18113,301,7928.0,337428.0,4940.978220792149,1.6616064035329836,265.25901961203505,Tennessee,36
42029,1451,11909.0,723013.0,2493.502439191277,3.4284344281946777,143.8480175856702,Texas,36
7384,80,3121.0,174022.0,5428.081091517731,1.0834236186348862,230.32117077017227,Utah,36
940,54,71.0,23825.0,3818.176281953688,5.74468085106383,150.64368121873943,Vermont,36
69,6,2.0,1347.0,1255.73330350151,8.695652173913043,64.32486855352948,Virgin Islands,36
31140,1015,26018.0,196226.0,2298.93460491389,3.2594733461785483,364.8284304680242,Virginia,36
18611,1041,0.0,285243.0,3745.856967392713,5.593466229649132,244.4026462354757,Washington,36
1502,68,515.0,76035.0,4242.676521513024,4.527296937416778,83.81008923933138,West Virginia,36
12687,459,5442.0,157189.0,3.277529637948665e-07,3.6178765665642,217.89856269731868,Wisconsin,36
766,10,258.0,17085.0,2952.0059299293835,1.3054830287206267,132.35215348703,Wyoming,36
12825,504,0.0,238414.0,0.0,3.929824561403509,261.56467683760656,Alabama,37
401,10,43.0,36380.0,4973.036518601043,2.493765586034913,54.81549323691639,Alaska,37
0,0,0.0,124.0,222.8572455563344,0.0,0.0,American Samoa,37
14576,705,10178.0,220668.0,2219.7730726445334,4.836717892425906,200.2550724255388,Arizona,37
4923,102,1082.0,93701.0,3104.939883438421,2.071907373552712,163.13186674813872,Arkansas,37
84643,3378,0.0,1339316.0,3389.624522011834,3.990973641615765,214.21472540282028,California,37
26410,1522,17794.0,131333.0,2280.5872677615366,5.59113957832933,390.39817070968354,Colorado,37
38430,3472,28694.0,185520.0,5203.508160773593,9.034608378870674,1077.8935889312695,Connecticut,37
8037,416,3861.0,44132.0,6.22132262026528e-07,5.1760607191738215,825.3539872083995,Delaware,37
49,0,0.0,0.0,0.0,0.0,0.0,Diamond Princess,37
7434,400,5994.0,39374.0,5579.03730646448,5.380683346785042,1053.3489951810063,District of Columbia,37
46944,2052,0.0,1117003.0,5200.748104886469,4.371165644171779,218.57051327148665,Florida,37
38855,1675,0.0,378156.0,3561.655215206176,4.310899498134089,365.95509098582585,Georgia,37
103,3,0.0,0.0,0.0,2.912621359223301,0.0,Grand Princess,37
154,5,23.0,4827.0,2939.1885720548744,3.2467532467532467,93.77150198807762,Guam,37
641,17,50.0,45023.0,3179.87784206482,2.65210608424337,45.27245400714189,Hawaii,37
2455,74,732.0,38069.0,2130.252676875212,3.0142566191446027,137.3760887264873,Idaho,37
98030,4379,0.0,621684.0,4906.035209935494,4.466999897990411,773.6062559595815,Illinois,37
28705,1846,0.0,189330.0,3.760765952503922e-07,6.430935377112001,426.3824453720237,Indiana,37
15296,367,6799.0,107648.0,3411.9052826086267,2.3993200836820083,484.8069931887407,Iowa,37
8353,199,7689.0,66990.0,2299.4431770828687,2.3823775888902192,286.7181498458457,Kansas,37
8069,366,4877.0,153986.0,3446.671231309901,4.535878051803198,180.6085628916888,Kentucky,37
35038,2581,6208.0,278073.0,5981.615877150074,7.366288030138707,753.7008523070715,Louisiana,37
1741,73,580.0,23833.0,1773.0090194106288,4.192992533026996,129.5182605124787,Maine,37
41546,2081,36597.0,208658.0,3.77555543793254e-07,5.008905791171232,687.2014397057072,Maryland,37
87925,5938,0.0,476940.0,8.946633755545699e-07,6.7534830821723055,1275.6613961575351,Massachusetts,37
52350,5017,19099.0,422904.0,4.619721700230613e-07,9.58357211079274,524.1889415258474,Michigan,37
17029,757,4732.0,161835.0,2869.6021300680613,4.445357918844325,301.9523259673681,Minnesota,37
11704,554,3469.0,117760.0,3956.791141841353,4.733424470266575,393.2598804696942,Mississippi,37
11414,636,0.0,154110.0,2510.9866869313987,5.572104433152269,185.9736684487378,Missouri,37
471,16,18.0,28950.0,2708.700965027349,3.397027600849257,44.069020881792106,Montana,37
10854,123,0.0,69984.0,3617.8510427996575,1.1332227750138195,561.1018978416135,Nebraska,37
7096,358,6404.0,87555.0,2842.5508318409848,5.045095828635851,230.3779418964494,Nevada,37
3721,172,2280.0,51948.0,3820.517742373196,4.622413329750067,273.6610941589794,New Hampshire,37
149533,10587,115289.0,520182.0,5856.461075478007,7.080042532417593,1683.5149889835727,New Jersey,37
6192,276,4120.0,137620.0,6563.243831518927,4.457364341085271,295.3030504633425,New Mexico,37
352845,28431,262528.0,1467739.0,7544.8345935224925,8.057645708455555,1813.781034742174,New York,37
19239,693,6909.0,265008.0,0.0,3.602058319039452,183.4367459299525,North Carolina,37
2068,45,680.0,57731.0,7575.630329290792,2.2567703109327986,261.6585002270156,North Dakota,37
21,2,6.0,3817.0,6921.877266792398,9.523809523809524,38.08211228782823,Northern Mariana Islands,37
28952,1794,0.0,277602.0,2.730868929173333e-07,6.196463111356729,247.6837395522324,Ohio,37
5489,293,1061.0,139147.0,3516.502900829953,5.337948624521771,138.71721576933467,Oklahoma,37
3726,140,2180.0,99720.0,2364.301045797782,3.757380568974772,88.34121236103626,Oregon,37
67086,4654,0.0,390431.0,2731.606783914593,6.937363980562264,524.0279459699583,Pennsylvania,37
2805,124,0.0,85316.0,2671.3893065522243,4.420677361853833,87.82932867081192,Puerto Rico,37
12951,683,11245.0,117246.0,11067.615288839215,5.273724036753919,1222.5294304774293,Rhode Island,37
9056,399,3206.0,135063.0,2623.237569614471,4.405918727915195,175.88858110976838,South Carolina,37
4085,46,1125.0,29709.0,3.758058189652736e-07,1.1260709914320686,461.7598419277937,South Dakota,37
18447,305,7175.0,346123.0,5068.299621594061,1.6532061358339205,270.14980142547256,Tennessee,37
43368,1485,12016.0,744937.0,2569.113178523529,3.4197012138188607,147.7451228331362,Texas,37
7518,88,3247.0,174022.0,5428.081091517731,1.1705240755520083,234.50088865793,Utah,37
944,54,70.0,24591.0,3940.9348562234272,5.720338983050848,151.28471816009576,Vermont,37
69,6,2.0,1367.0,1274.3781929373158,8.695652173913043,64.32486855352948,Virgin Islands,37
32145,1042,26832.0,202789.0,2375.825066993583,3.2415616736662,376.602758426289,Virginia,37
18811,1048,0.0,289135.0,3796.9673375581247,5.5712083355483495,247.02907841252664,Washington,37
1502,68,512.0,78301.0,4369.117042296196,4.527296937416778,83.81008923933138,West Virginia,37
12885,467,5047.0,161122.0,3.416165816564e-07,3.624369421808304,221.29920236107444,Wisconsin,37
776,10,262.0,17850.0,3084.185299926221,1.288659793814433,134.07998838894946,Wyoming,37
13186,522,0.0,248226.0,0.0,3.958744122554224,268.927238111554,Alabama,38
402,10,40.0,37045.0,5063.940017360518,2.487562189054726,54.95219022753214,Alaska,38
0,0,0.0,124.0,222.8572455563344,0.0,0.0,American Samoa,38
14906,747,10386.0,228719.0,2272.8593514488884,5.011404803434859,204.7888384724945,Arizona,38
5003,107,1044.0,96258.0,3189.67036958,2.1387167699380374,165.7828010036437,Arkansas,38
86921,3471,0.0,1380120.0,3492.8938318656483,3.991118065302929,219.97749911464103,California,38
26735,1531,18020.0,131837.0,2289.339188321882,5.698118173443874,395.8681210598992,Colorado,38
39017,3529,29224.0,190718.0,5349.302875196303,9.044775354332726,1094.357901621945,Connecticut,38
8194,425,3804.0,45412.0,6.373720942651403e-07,5.186721991701245,841.4769903179825,Delaware,38
49,0,0.0,0.0,0.0,0.0,0.0,Diamond Princess,38
7551,407,6085.0,40419.0,5727.106945953873,5.390014567606939,1069.9271270664217,District of Columbia,38
47471,2096,0.0,1157844.0,5390.903147757141,4.415327252427798,221.024216843702,Florida,38
39801,1697,0.0,402940.0,3795.082855792785,4.263711967036004,374.8649742974354,Georgia,38
103,3,0.0,0.0,0.0,2.912621359223301,0.0,Grand Princess,38
154,5,24.0,4972.0,3027.479921329363,3.2467532467532467,93.77150198807762,Guam,38
643,17,48.0,46304.0,3270.3521222257377,2.6438569206842923,45.41370971387244,Hawaii,38
2506,77,761.0,38567.0,2158.119598335819,3.0726256983240225,140.22993008088682,Idaho,38
100418,4525,0.0,642713.0,5071.98610207641,4.506164233503953,792.4512191262803,Illinois,38
29274,1878,0.0,195738.0,3.8925204304851044e-07,6.415249026439844,434.8343391681108,Indiana,38
15620,393,6865.0,110748.0,3510.1598379750685,2.5160051216389245,495.0761789754269,Iowa,38
8507,202,7832.0,71203.0,2444.0551207319227,2.374515105207476,292.0042261150017,Kansas,38
8167,376,4965.0,153986.0,3446.671231309901,4.60389371862373,182.80209854212697,Kentucky,38
35316,2608,6459.0,285970.0,6151.487891268144,7.384754785366406,759.6808978844836,Louisiana,38
1819,73,646.0,37269.0,2772.553734083612,4.013194062671798,135.32091664112505,Maine,38
42323,2123,37207.0,215330.0,3.900189887655318e-07,5.016185053044444,700.0535919863439,Maryland,38
88970,6066,0.0,489953.0,9.19197278550332e-07,6.818028548949084,1290.8227968852534,Massachusetts,38
53009,5060,19715.0,437072.0,4.7634005373262084e-07,9.54554886905997,530.7876141612921,Michigan,38
17670,786,4657.0,167338.0,2967.179418798957,4.448217317487266,313.3183158050029,Minnesota,38
11967,570,3716.0,120680.0,4054.90450914924,4.763098520932565,402.0968036210552,Mississippi,38
11562,645,0.0,161984.0,2639.281471000556,5.578619615983394,188.3851020329689,Missouri,38
478,16,22.0,29726.0,2781.307249962106,3.3472803347280333,44.723974483007694,Montana,38
11122,138,0.0,72135.0,3729.04785340011,1.240784031648984,574.9562656895546,Nebraska,38
7388,377,6675.0,91171.0,2959.947483179423,5.1028695181375205,239.85798121913305,Nevada,38
3868,190,2403.0,55357.0,4071.232784025429,4.912099276111686,284.4722150515808,New Hampshire,38
150976,10749,116282.0,531343.0,5982.117022941414,7.119674650275541,1699.7609823703388,New Jersey,38
6317,283,4152.0,142246.0,6783.862680266249,4.479974671521291,301.2644331035101,New Mexico,38
354370,28510,263974.0,1505836.0,7740.670204288049,8.045263425233513,1821.6202164734773,New York,38
20262,726,7899.0,277603.0,0.0,3.583061889250814,193.1906723859191,North Carolina,38
2168,49,744.0,59200.0,7768.396797110996,2.3389021479713605,274.9120150328976,North Dakota,38
21,2,6.0,3817.0,6921.877266792398,9.523809523809524,38.08211228782823,Northern Mariana Islands,38
29436,1823,0.0,289528.0,2.828951758475845e-07,6.193096888164153,251.8243491800053,Ohio,38
5532,299,967.0,144371.0,3648.5230748468966,5.404916847433117,139.80390556311886,Oklahoma,38
3801,144,2251.0,102149.0,2421.891170549515,3.788476716653512,90.11941711870608,Oregon,38
67855,4795,0.0,400481.0,2731.606783914593,7.066538943335052,530.0348250572625,Pennsylvania,38
2866,125,0.0,89943.0,2816.2685592295315,4.361479413817166,89.73934259199535,Puerto Rico,38
13356,705,11621.0,120528.0,11377.4246928101,5.278526504941599,1260.7600242032695,Rhode Island,38
9175,407,3317.0,135063.0,2623.237569614471,4.435967302452316,178.19983786242545,South Carolina,38
4177,46,1108.0,30389.0,3.844193073263257e-07,1.101268853243955,472.1593291878565,South Dakota,38
18706,309,6616.0,354013.0,5183.83335964203,1.6516998075689544,273.9423537897848,Tennessee,38
44459,1527,12082.0,770241.0,2656.380745941122,3.430457546096062,151.50427745237332,Texas,38
7710,90,3197.0,179664.0,5604.065929747052,1.1673151750972763,240.48973816874707,Utah,38
944,54,66.0,25058.0,4015.77591912678,5.720338983050848,151.28471816009576,Vermont,38
69,6,2.0,1383.0,1289.2941044859604,8.695652173913043,64.32486855352948,Virgin Islands,38
32908,1075,27310.0,212626.0,2491.072891994031,3.2666828734654185,385.5418750752005,Virginia,38
18971,1052,0.0,293120.0,3849.2989986858647,5.545305993358284,249.13022415416737,Washington,38
1567,69,548.0,80641.0,4499.68668864775,4.403318442884492,87.4370238602079,West Virginia,38
13413,481,5204.0,167713.0,3.620736619771045e-07,3.586073212554984,230.3675747977564,Wisconsin,38
787,11,248.0,18840.0,3255.240955216247,1.397712833545108,135.98060678106086,Wyoming,38
13590,529,0.0,255731.0,0.0,3.8925680647534953,277.16678036827085,Alabama,39
402,10,36.0,39545.0,5405.682493899897,2.487562189054726,54.95219022753214,Alaska,39
0,0,0.0,124.0,222.8572455563344,0.0,0.0,American Samoa,39
15348,764,10712.0,235548.0,2357.9292889117683,4.977847276518113,210.86133723841715,Arizona,39
5458,110,1433.0,99276.0,3289.676864368925,2.015390252839868,180.8599895818284,Arkansas,39
89229,3557,0.0,1421127.0,3596.6769067890714,3.986506175330061,225.8187295612297,California,39
27070,1536,18349.0,135611.0,2354.8744029939903,5.648743046871632,402.7099002281056,Colorado,39
39208,3583,29361.0,202747.0,5686.695068307264,9.138441134462354,1099.715114098809,Connecticut,39
8386,430,3826.0,47542.0,6.61002049777975e-07,5.127593608394944,861.1942934838421,Delaware,39
49,0,0.0,0.0,0.0,0.0,0.0,Diamond Princess,39
7788,412,6315.0,41756.0,5916.551068439346,5.290190035952747,1103.5084711420066,District of Columbia,39
48675,2144,0.0,1192924.0,5554.235066757731,4.404725218284541,226.63002158933224,Florida,39
40663,1775,0.0,407731.0,3840.20679971025,4.365147677249588,382.9837051796844,Georgia,39
103,3,0.0,0.0,0.0,2.912621359223301,0.0,Grand Princess,39
165,5,35.0,5064.0,3083.499260179384,3.0303030303030303,100.46946641579746,Guam,39
647,17,52.0,47149.0,3330.032658319396,2.627511591962905,45.69622112733354,Hawaii,39
2506,77,741.0,38888.0,2176.082011566451,3.0726256983240225,140.22993008088682,Idaho,39
102688,4607,0.0,672020.0,5303.263043251637,4.486405422249922,810.364982270504,Illinois,39
29936,1917,0.0,202995.0,4.013728608650433e-07,6.403661143773383,444.66764970064105,Indiana,39
16170,410,7088.0,116565.0,3694.529756867518,2.535559678416821,512.5084387985053,Iowa,39
8625,204,7948.0,71203.0,2444.0551207319227,2.365217391304348,296.05459624331604,Kansas,39
8286,386,4981.0,158672.0,3551.558048227791,4.658460053101617,185.46567754623044,Kentucky,39
36504,2629,7626.0,305381.0,6569.037044876585,7.201950471181241,785.235912798029,Louisiana,39
1877,73,659.0,37327.0,2776.868529666452,3.8891848694725626,139.63571222396467,Maine,39
43531,2159,38273.0,220233.0,4.058848632411904e-07,4.959683903425145,720.0348017096505,Maryland,39
90084,6148,0.0,501486.0,9.423296587611206e-07,6.82474135251543,1306.9852853165244,Massachusetts,39
53510,5129,20147.0,454740.0,4.930600287958464e-07,9.585124275836291,535.8042074698776,Michigan,39
18200,818,4894.0,173556.0,3077.4348397200383,4.494505494505495,322.71609211381167,Minnesota,39
12222,580,3961.0,125970.0,4232.650986224144,4.745540828015055,410.6649230263673,Mississippi,39
11728,673,0.0,162092.0,2641.041165778238,5.738403819918145,191.08981808014693,Missouri,39
479,16,23.0,30524.0,2855.971960500684,3.3402922755741127,44.81753928318136,Montana,39
11427,138,0.0,75640.0,3910.240238874116,1.2076660540824364,590.7233634269503,Nebraska,39
7400,383,6678.0,94382.0,3064.195449840852,5.175675675675675,240.24757187622964,Nevada,39
3935,199,2348.0,57875.0,4256.419194961282,5.0571791613723,289.3997327373243,New Hampshire,39
151802,10846,116720.0,544274.0,6127.70048828048,7.144833401404461,1709.0604907123131,New Jersey,39
6472,294,4193.0,147344.0,7026.991709862846,4.542645241038319,308.65654757731795,New Mexico,39
356458,28619,265013.0,1555055.0,7993.677866998232,8.028715865543766,1832.353469886568,New York,39
20512,728,8147.0,290645.0,0.0,3.549141965678627,195.57432987760205,North Carolina,39
2237,51,838.0,61279.0,8041.209245441972,2.288021534320323,292.49588616149344,North Dakota,39
22,2,7.0,4089.0,7415.131292615697,9.090909090909092,39.895546206296245,Northern Mariana Islands,39
30167,1860,0.0,299078.0,2.914356109537946e-07,6.16567772731793,258.07803851451354,Ohio,39
5680,304,1015.0,149595.0,3780.5432488638407,5.352112676056338,143.54414020219002,Oklahoma,39
3817,145,2266.0,105224.0,2494.797565613977,3.798794865077286,90.49876746700896,Oregon,39
68828,4896,0.0,413149.0,2881.6303466594136,7.113384087871215,537.6352065292355,Pennsylvania,39
2913,126,0.0,94389.0,2955.4803935505406,4.3254376930998975,91.21099266241538,Puerto Rico,39
13571,725,11799.0,123367.0,11645.416435001856,5.342273966546312,1281.0552776626664,Rhode Island,39
9381,416,3514.0,138238.0,2684.9034535614137,4.434495256369257,182.200836946857,South Carolina,39
4177,48,984.0,31301.0,3.9337190940238e-07,1.1491501077328226,472.1593291878565,South Dakota,39
19089,313,6587.0,360583.0,5280.038259385396,1.639516002304751,279.55064550998407,Tennessee,39
45345,1549,12926.0,770241.0,2656.380745941122,3.4154072817376164,154.4943573192344,Texas,39
7874,92,3186.0,182874.0,5704.192007506024,1.1684023368046736,245.60521379257,Utah,39
950,54,69.0,25701.0,4118.822607449811,5.684210526315789,152.2462735721303,Vermont,39
69,6,2.0,1383.0,1289.2941044859604,8.695652173913043,64.32486855352948,Virgin Islands,39
34137,1100,28259.0,218599.0,2561.051062038524,3.2223101034068606,399.94053085699886,Virginia,39
19117,1061,0.0,297942.0,3912.622278474563,5.5500340011508085,251.0475196434145,Washington,39
1593,70,540.0,83141.0,4639.184174066078,4.394224733207784,88.88779770855851,West Virginia,39
13885,487,5386.0,177123.0,3.85591317995189e-07,3.507382066978754,238.4741501578206,Wisconsin,39
801,12,255.0,18840.0,3255.240955216247,1.49812734082397,138.39957564374808,Wyoming,39
13954,541,5462.0,263060.0,0.0,3.877024509101333,284.5905263619464,Alabama,40
405,10,39.0,41446.0,5665.54347306044,2.469135802469136,55.3622811993794,Alaska,40
0,0,0.0,124.0,222.8572455563344,0.0,0.0,American Samoa,40
15624,775,10900.0,243094.0,2418.0497744314007,4.9603174603174605,214.6532142958711,Arizona,40
5612,113,1470.0,103047.0,3414.635277837792,2.0135424091233074,185.9630380236755,Arkansas,40
91473,3618,0.0,1466773.0,3712.200652441145,3.9553952115447686,231.49798481345888,California,40
27369,1550,18583.0,142225.0,2469.7259954267743,5.637160982671265,407.84991706513375,Colorado,40
39640,3637,28876.0,202328.0,5674.9428587376,9.175075681130172,1111.8319506956943,Connecticut,40
8529,435,3798.0,48986.0,6.726681208177752e-07,5.100246218782976,875.8795765709145,Delaware,40
49,0,0.0,0.0,0.0,0.0,0.0,Diamond Princess,40
7893,418,6406.0,42993.0,6091.8258474330105,5.29583174965159,1118.3862818084049,District of Columbia,40
49451,2190,0.0,1234222.0,5746.517894320058,4.428626316960223,230.2430651795392,Florida,40
41482,1808,0.0,427249.0,4024.036717760986,4.35851694710959,390.697441365951,Georgia,40
103,3,0.0,0.0,0.0,2.912621359223301,0.0,Grand Princess,40
165,5,35.0,5279.0,3214.414019448453,3.0303030303030303,100.46946641579746,Guam,40
642,17,46.0,47985.0,3389.077543732767,2.64797507788162,45.34308186050716,Hawaii,40
2595,79,796.0,39595.0,2215.6440868127347,3.044315992292871,145.2101630326821,Idaho,40
105444,4715,0.0,697133.0,5501.442926000927,4.471567846439816,832.1140268632266,Illinois,40
30409,1935,0.0,208561.0,4.148929201501021e-07,6.363247722713671,451.6935649300773,Indiana,40
16492,424,6989.0,120250.0,3811.325897682144,2.570943487751637,522.7142345494711,Iowa,40
8909,205,8219.0,76434.0,2623.6100880303325,2.301043888202941,305.8029446877336,Kansas,40
8426,391,5027.0,166240.0,3720.952719682036,4.640398765725137,188.59929990399925,Kentucky,40
36925,2668,8008.0,311808.0,6707.287954682441,7.225457007447528,794.2920249854049,Louisiana,40
1948,75,681.0,37398.0,2782.1504346040656,3.850102669404517,144.91761716157868,Maine,40
44424,2207,38974.0,227902.0,4.1657348718423737e-07,4.968035296236269,734.8056794272935,Maryland,40
90889,6228,0.0,511644.0,9.638182239456406e-07,6.852314361473885,1318.6646418579724,Massachusetts,40
53913,5158,20521.0,471784.0,5.134267968390856e-07,9.567265780053049,539.8395110693986,Michigan,40
19005,851,5458.0,180971.0,3208.9150497762976,4.477769008155748,336.9900731111534,Minnesota,40
