Confirmed,Deaths,Active,People_Tested,Testing_Rate,Mortality_Rate,Incident_Rate,Province_State,Days_Since_Start
25635,1602,23586.0,82644.0,1.0131615982886308e-07,6.249268578115857,256.6873642027717,Michigan,1
1621,70,709.0,38427.0,776.8608006637493,4.318322023442319,28.74301018222465,Minnesota,1
2942,98,0.0,30984.0,1070.1829161724588,3.3310673011556764,98.85257760952156,Mississippi,1
4568,128,0.0,45428.0,775.2938156716255,2.8021015761821366,74.42857170788805,Missouri,1
394,7,216.0,9098.0,851.2525519799246,1.7766497461928934,36.86453126842057,Montana,1
814,17,0.0,10972.0,719.3471066144268,2.0884520884520885,42.080057568000136,Nebraska,1
2990,114,0.0,25464.0,844.1020095820031,3.812709030100335,97.07300539323332,Nevada,1
985,23,723.0,11928.0,877.245238142517,2.33502538071066,72.44186448443824,New Hampshire,1
64584,2443,0.0,129469.0,1457.624752454068,3.7826706304967175,727.1179742833693,New Jersey,1
1262,26,941.0,30515.0,1829.9487926175973,2.060221870047544,60.18611913513215,New Mexico,1
195749,10026,161836.0,478357.0,2458.968823240126,5.121865245799468,1006.2373670301288,New York,1
4886,94,0.0,63388.0,0.0,1.9238641015145312,46.58620201745143,North Carolina,1
341,8,196.0,10781.0,1777.816621538279,2.416918429003021,43.43478614600912,North Dakota,1
11,2,0.0,38.0,68.91048890178442,18.181818181818183,19.947773103148123,Northern Mariana Islands,1
6975,399,0.0,65112.0,6.187559350163828e-08,5.720430107526882,59.67097552420631,Ohio,1
2069,99,1105.0,22859.0,624.9668501550456,4.784920251329145,52.28746937998788,Oklahoma,1
1584,53,0.0,31121.0,776.6514918366868,3.345959595959596,37.55568448198643,Oregon,1
24505,610,0.0,134868.0,1031.1184185386498,2.489287900428484,191.4155683152048,Pennsylvania,1
903,45,0.0,11165.0,349.59517098382,4.983388704318937,28.274468374239987,Puerto Rico,1
0,0,0.0,0.0,0.0,0.0,0.0,Recovered,1
2665,100,2430.0,20661.0,1950.3266591841689,3.75234521575985,251.5667463688016,Rhode Island,1
3391,82,0.0,31425.0,623.514997594234,2.4181657328221764,65.86110628790024,South Carolina,1
868,6,655.0,9002.0,1.0462788486863301e-07,0.6912442396313364,98.1169015405936,South Dakota,1
5606,109,3826.0,76195.0,1160.6370761968635,1.944345344273992,82.08899055727676,Tennessee,1
10418,346,7798.0,133226.0,579.6325629190829,3.2391387927720108,35.88095840233308,Texas,1
2363,13,2132.0,45787.0,1597.6582427329529,0.5501481168006771,73.70651767739939,Utah,1
748,28,705.0,10366.0,1697.699442016014,3.7433155080213902,119.8739080336352,Vermont,1
51,1,7.0,373.0,347.7271879777753,1.96078431372549,47.5444680613044,Virgin Islands,1
5747,149,0.0,41401.0,523.5841122618161,2.592657038454846,67.33041072253485,Virginia,1
10635,582,0.0,93802.0,1242.5088447391138,5.472496473906912,139.66053101468398,Washington,1
611,8,518.0,16655.0,1258.8832333835728,1.309328968903437,34.093185436239324,West Virginia,1
3428,154,0.0,40197.0,7.40583748995695e-08,4.492415402567095,58.87572104724588,Wisconsin,1
275,1,136.0,5964.0,1199.420802831631,0.3636363636363636,47.515459802784925,Wyoming,1
4041,114,0.0,67557.0,0.0,2.8210838901262063,82.41581747374411,Alabama,2
285,9,178.0,8348.0,1396.572809,3.1578947368421053,38.9586423254892,Alaska,2
0,0,0.0,3.0,5.391707554,0.0,0.0,American Samoa,2
3809,131,3429.0,55491.0,605.8210534,3.439222893147808,52.33065112986259,Arizona,2
1498,32,1039.0,21131.0,816.1753431,2.136181575433912,49.63874393433105,Arkansas,2
24541,781,0.0,202208.0,515.7233282,3.178354590277495,62.10989444962385,California,2
12732,870,0.0,38742.0,683.6646983,4.113207547169812,138.0511278863973,Colorado,2
13989,671,0.0,45841.0,1285.759043,4.796625920366002,392.3667295227565,Connecticut,2
1926,61,1588.0,12304.0,1.9822051338928122e-07,3.167185877466251,197.789197382528,Delaware,2
49,0,49.0,0.0,0.0,0.0,0.0,Diamond Princess,2
2058,67,1473.0,11518.0,1632.024983,3.2555879494655007,291.60508906140853,District of Columbia,2
21628,571,0.0,353087.0,1643.9674254322044,2.640096171629369,100.6996221249939,Florida,2
14578,525,0.0,61795.0,609.4546291,3.601317053093702,137.3026204192863,Georgia,2
103,0,103.0,0.0,0.0,0.0,0.0,Grand Princess,2
133,5,62.0,946.0,576.0249408,3.7593984962406015,80.9844789897034,Guam,2
511,9,187.0,19420.0,1371.676228,1.761252446183953,36.090833069656014,Hawaii,2
1464,33,0.0,15114.0,938.468063,2.2540983606557377,81.92203417335128,Idaho,2
23248,868,0.0,110616.0,942.5636562,3.7336545079146592,183.4621874788162,Illinois,2
8527,529,0.0,46017.0,8.948609663470545e-08,6.203823149994136,126.65957539408626,Indiana,2
1899,49,1109.0,18885.0,720.605423,2.5803054239073195,60.18883891641073,Iowa,2
1441,77,0.0,14147.0,580.1545876,5.343511450381679,49.46257080424561,Kansas,2
2048,106,1313.0,26683.0,779.4518919,5.17578125,45.84041849078928,Kentucky,2
21518,1013,0.0,118422.0,2575.922298,4.70768658797286,462.8727364559497,Louisiana,2
735,20,423.0,12342.0,1051.27231,2.7210884353741496,54.678875058398525,Maine,2
9472,302,8563.0,53733.0,9.932877691177833e-08,3.1883445945945947,156.6738563734766,Maryland,2
28164,844,0.0,126551.0,2.3029369736944618e-07,2.996733418548501,408.6178852588095,Massachusetts,2
27001,1768,24781.0,86226.0,1.06322739977152e-07,6.547905633124699,270.365341167897,Michigan,2
1695,79,707.0,39241.0,793.3170604,4.660766961651918,30.05515253477532,Minnesota,2
3087,111,0.0,37878.0,1308.300687,3.5957240038872693,103.72464550665978,Mississippi,2
4815,151,0.0,47978.0,818.8132141,3.136033229491173,78.45305883832772,Missouri,2
399,7,195.0,9234.0,863.9773648035421,1.7543859649122806,37.33235526928885,Montana,2
897,20,0.0,11357.0,744.5885062,2.229654403567447,46.37077596866845,Nebraska,2
3134,126,0.0,26661.0,883.7811686,4.020421186981493,101.7480932783924,Nevada,2
922,25,648.0,12153.0,893.792872161805,2.7114967462039044,67.80852695903762,New Hampshire,2
68824,2805,0.0,139774.0,1573.643437,4.075613158200627,774.8539493075469,New Jersey,2
1345,31,1010.0,31970.0,1917.203438,2.3048327137546467,64.14447720820344,New Mexico,2
203020,10811,168322.0,499143.0,2565.8181553495524,5.32509112402719,1043.613557435577,New York,2
5113,112,0.0,65039.0,0.0,2.190494817132799,48.75056301989954,North Carolina,2
364,8,195.0,10916.0,1800.078494,2.346041055718475,44.7470153347103,North Dakota,2
11,2,0.0,40.0,72.53735674,18.181818181818183,19.947773103148123,Northern Mariana Islands,2
7285,434,0.0,67874.0,6.496650725889931e-08,5.957446808510638,62.3230188808377,Ohio,2
2184,108,1016.0,28269.0,772.8766738,4.945054945054945,55.19373278196883,Oklahoma,2
1633,55,0.0,32363.0,807.6466769,3.368034292712798,38.71744492366404,Oregon,2
25612,716,0.0,139078.0,1061.616936,2.7955645791035453,200.06266213789124,Pennsylvania,2
923,45,0.0,12040.0,376.9929116565332,4.8754062838569885,28.900702446759144,Puerto Rico,2
0,0,0.0,0.0,0.0,0.0,0.0,Recovered,2
3251,108,3008.0,22900.0,2161.680485,3.322054752383882,306.8831116116225,Rhode Island,2
3553,97,0.0,33872.0,672.0668257,2.7300872502110893,69.00752304361826,South Carolina,2
988,6,721.0,9296.0,1.0909288211616001e-07,0.6072874493927125,111.68145014067568,South Dakota,2
5788,124,3695.0,78831.0,1200.789833,2.1423635107118177,84.75402735382053,Tennessee,2
11137,372,8165.0,146467.0,637.2407983,3.267915016204537,38.308889459161456,Texas,2
2417,18,2181.0,46476.0,1621.699707,0.7447248655357882,75.39088160231668,Utah,2
752,29,708.0,10585.0,1733.566332,3.856382978723404,120.51494497499156,Vermont,2
51,1,6.0,377.0,351.4561659,1.96078431372549,47.5444680613044,Virgin Islands,2
6182,154,5307.0,42763.0,540.8088547,2.491103202846975,72.42676162984348,Virginia,2
10799,599,0.0,93929.0,1244.191097,5.546809889804612,141.81420539986576,Washington,2
640,9,484.0,17038.0,1287.832635,1.40625,35.71135626709193,West Virginia,2
3555,170,0.0,41552.0,7.641649523206275e-08,4.781997187060478,61.05693941743264,Wisconsin,2
282,1,141.0,5964.0,1199.420803,0.3546099290780142,48.72494423412854,Wyoming,2
4307,118,0.0,70823.0,0.0,2.73972602739726,87.84086262296854,Alabama,3
293,9,178.0,8664.0,1449.4378075078337,3.0716723549488054,40.052218250415216,Alaska,3
0,0,0.0,3.0,5.3917075537822825,0.0,0.0,American Samoa,3
3964,142,3437.0,57662.0,622.4998169320226,3.5822401614530777,54.460147303432734,Arizona,3
1569,33,1047.0,21834.0,843.3284009784371,2.103250478011472,51.991448086091744,Arkansas,3
26353,873,0.0,216486.0,552.13878988855,3.3089211854437823,66.69581713992655,California,3
13216,897,0.0,39580.0,698.4525517252819,4.122674710910005,138.15531741687758,Colorado,3
14755,868,0.0,50143.0,1406.4225404574722,5.882751609623856,413.8516758959377,Connecticut,3
2014,68,1592.0,13102.0,2.08222936974462e-07,3.3763654419066533,206.82629466688027,Delaware,3
49,0,49.0,0.0,0.0,0.0,0.0,Diamond Princess,3
2197,72,1595.0,11525.0,1633.0168374308714,3.277196176604461,311.3004765150216,District of Columbia,3
22511,596,0.0,369927.0,1722.374196126901,2.647594509350984,104.81085600405666,Florida,3
14987,552,0.0,64090.0,632.0891201278025,3.683192099819844,141.1547792717687,Georgia,3
103,0,103.0,0.0,0.0,0.0,0.0,Grand Princess,3
135,5,57.0,978.0,595.5099282099994,3.703703703703704,82.20229070383428,Guam,3
524,9,182.0,19803.0,1398.7283388873743,1.717557251908397,37.0089951634046,Hawaii,3
1473,39,0.0,15398.0,956.1023708830256,2.6476578411405294,82.42565323589237,Idaho,3
24593,949,0.0,116929.0,996.3569986263228,3.858821615906965,194.07628942990908,Illinois,3
8960,567,0.0,48396.0,9.551828305050684e-08,6.328125,133.09133288741796,Indiana,3
1995,53,1034.0,19869.0,758.1524569840345,2.656641604010025,63.23156063098442,Iowa,3
1504,73,0.0,14668.0,601.5202863413722,4.85372340425532,51.625056550718526,Kansas,3
2210,115,1442.0,27697.0,809.0724075549258,5.203619909502263,49.4664672190646,Kentucky,3
21951,1103,0.0,121928.0,2652.1850160508443,5.024828026058039,472.1869801070988,Louisiana,3
770,24,441.0,14846.0,1264.5591249107756,3.116883116883117,57.28263101356036,Maine,3
10032,311,9114.0,55763.0,1.0330847811991373e-07,3.100079744816587,165.93666882798956,Maryland,3
29918,1108,0.0,132023.0,2.472004727455324e-07,3.7034561133765616,434.0658248534676,Massachusetts,3
28059,1921,25686.0,89697.0,1.109117713410736e-07,6.846288178481058,280.95926476167625,Michigan,3
1809,87,782.0,40242.0,813.5538121714055,4.8092868988391375,32.07656102383985,Minnesota,3
3360,122,0.0,38151.0,1317.7300682576645,3.630952380952381,112.89757334058208,Mississippi,3
4876,154,0.0,49012.0,836.4599034449615,3.158326497128794,79.44696051831484,Missouri,3
404,7,188.0,9583.0,896.6314800641479,1.7326732673267329,37.80017927015713,Montana,3
901,20,0.0,11729.0,768.9775987496,2.2197558268590454,46.57755757833921,Nebraska,3
3211,131,0.0,27655.0,916.7311135324496,4.07972594207412,104.24796666142883,Nevada,3
1139,32,742.0,12483.0,918.062735390094,2.809482001755926,83.76780065763975,New Hampshire,3
71030,3156,0.0,144021.0,1621.458221452142,4.443193017035056,799.6901665017299,New Jersey,3
1484,36,1108.0,32850.0,1969.976006471836,2.425876010781672,70.77353470406982,New Mexico,3
214454,11569,178998.0,526012.0,2703.9368267845666,5.394630083840823,1102.3894288557246,New York,3
5340,130,0.0,67827.0,0.0,2.4344569288389515,50.91492402234765,North Carolina,3
392,9,214.0,11317.0,1866.2044992068177,2.4657534246575343,47.896365387593136,North Dakota,3
13,2,0.0,40.0,72.53735673872045,15.384615384615383,23.574640940084144,Northern Mariana Islands,3
7794,470,0.0,71552.0,6.839448717180965e-08,6.03027970233513,66.67750297285505,Ohio,3
2263,123,1025.0,29219.0,798.8497482252188,5.435262925320371,57.1902093798514,Oklahoma,3
1663,58,0.0,33351.0,832.3030720171377,3.4876728803367407,39.42872682673197,Oregon,3
26841,803,0.0,143470.0,1093.0211145234036,2.991691814761,209.66273287689904,Pennsylvania,3
974,51,0.0,13090.0,409.8702004637889,5.236139630390143,30.497599331683,Puerto Rico,3
0,0,0.0,0.0,0.0,0.0,0.0,Recovered,3
3251,125,2958.0,25897.0,2444.586878316268,3.844970778222085,306.8831116116225,Rhode Island,3
3656,106,0.0,34733.0,689.1502438008125,2.899343544857768,71.00802258583406,South Carolina,3
1168,6,833.0,9859.0,1.1291356330518313e-07,0.5136986301369864,132.02827304079878,South Dakota,3
6051,135,3720.0,80896.0,1232.2448574843688,2.2310361923648983,88.6051519554195,Tennessee,3
11815,415,8242.0,151810.0,660.4868372295647,3.4412612307170707,40.68853779610973,Texas,3
2548,20,2310.0,47614.0,1661.408250583939,0.7849293563579278,79.4770237164679,Utah,3
759,29,715.0,11081.0,1814.7991044741896,3.820816864295125,121.63675962236512,Vermont,3
51,1,6.0,382.0,356.1173882238878,1.96078431372549,47.5444680613044,Virgin Islands,3
6500,195,5553.0,44169.0,558.5900498657558,3.0,76.15236987932427,Virginia,3
10942,609,0.0,122854.0,1627.333975944853,5.565710107841345,143.6921044064572,Washington,3
702,10,481.0,17656.0,1334.5447234236185,1.4245014245014245,39.17089390546646,West Virginia,3
3721,183,0.0,43047.0,7.9423828591273e-08,4.918032786885246,63.907980751692506,Wisconsin,3
287,1,157.0,6329.0,1272.8259995173355,0.3484320557491289,49.58886168508827,Wyoming,3
4465,133,0.0,73878.0,0.0,2.978723404255319,91.06325786198155,Alabama,4
300,9,181.0,8735.0,1461.3157027447976,3.0,41.00909718472548,Alaska,4
0,0,0.0,3.0,5.3917075537822825,0.0,0.0,American Samoa,4
4237,150,3627.0,59878.0,651.186191192761,3.540240736370073,58.21080830591436,Arizona,4
1620,37,1035.0,22675.0,875.8116466147321,2.2839506172839505,53.681418673976175,Arkansas,4
27575,955,0.0,246400.0,628.4332373850444,3.459655485040798,69.78853100722782,California,4
13581,928,0.0,40533.0,715.2697645043166,4.284335022930244,143.88574159329409,Colorado,4
15884,971,0.0,53122.0,1489.9782261568284,6.113069755729035,445.51813079844624,Connecticut,4
2070,71,1621.0,13350.0,2.163665939591113e-07,3.429951690821256,212.57717475692263,Delaware,4
49,0,49.0,0.0,0.0,0.0,0.0,Diamond Princess,4
2350,81,1717.0,12150.0,1721.5752342546714,3.4468085106382977,332.97957205748787,District of Columbia,4
23343,668,0.0,385511.0,1794.9330509075514,2.861671593197104,108.6846346987115,Florida,4
15669,587,0.0,67939.0,670.0499724194535,3.746250558427468,147.57818351967327,Georgia,4
103,0,103.0,0.0,0.0,0.0,0.0,Grand Princess,4
135,5,44.0,1005.0,611.9503863507663,3.703703703703704,82.20229070383428,Guam,4
530,9,162.0,20700.0,1462.0853716592762,1.69811320754717,37.432762283596254,Hawaii,4
1587,41,0.0,15831.0,982.9884811955563,2.58349086326402,88.80482802807956,Idaho,4
25734,1072,0.0,122589.0,1044.586100151393,4.165695189243802,203.08052015570613,Illinois,4
9542,601,0.0,51115.0,1.011820916699234e-07,6.298469922448124,141.73632794773908,Indiana,4
2141,60,1094.0,20675.0,788.9074461797228,2.802428771602055,67.85903323856523,Iowa,4
1615,80,0.0,16122.0,661.147399536106,4.953560371517028,55.43515048498033,Kansas,4
2435,129,1444.0,28324.0,827.3880518318127,5.297741273100616,54.50264600833588,Kentucky,4
22532,1156,0.0,126586.0,2753.506105585363,5.130481093555832,484.68484514478376,Louisiana,4
796,27,436.0,14872.0,1266.7737643589555,3.391959798994975,59.21684972310915,Maine,4
10784,319,9729.0,58843.0,1.0922675364888648e-07,2.958086053412463,178.3753026954784,Maryland,4
32181,1108,0.0,140773.0,2.6273329151978605e-07,3.4430253876510983,466.8985998265072,Massachusetts,4
28809,1996,26196.0,94286.0,1.1659323849335185e-07,6.928390433545073,288.4691349841096,Michigan,4
1809,87,702.0,41675.0,842.5241072074779,4.8092868988391375,32.07656102383985,Minnesota,4
3624,129,0.0,38415.0,1326.8485903939134,3.5596026490066226,121.76809696019924,Mississippi,4
5265,170,0.0,50648.0,864.3805841361383,3.2288698955365622,85.78512041200321,Missouri,4
415,7,190.0,9936.0,929.6598545254488,1.686746987951807,38.82939207206735,Montana,4
952,21,0.0,12294.0,806.0201721397889,2.2058823529411766,49.21402310164143,Nebraska,4
3214,137,0.0,28451.0,943.1175885413747,4.262601120099564,104.345364325703,Nevada,4
1139,32,742.0,12953.0,952.6289042303844,2.809482001755926,83.76780065763975,New Hampshire,4
75317,3518,0.0,151830.0,1709.3757282832275,4.670924226934158,847.9552903056566,New Jersey,4
1484,36,1095.0,33394.0,2002.5990490143224,2.425876010781672,70.77353470406982,New Mexico,4
223691,14832,184972.0,550579.0,2830.2221891405898,6.630575213128825,1149.8717381357585,New York,4
5639,150,0.0,70917.0,0.0,2.660046107465863,53.76577838240045,North Carolina,4
438,9,221.0,11704.0,1930.0218661055576,2.2900763358778624,51.57060711595644,North Dakota,4
13,2,0.0,40.0,72.53735673872045,15.384615384615383,23.574640940084144,Northern Mariana Islands,4
8414,504,0.0,74840.0,7.171125236331284e-08,5.990016638935108,71.98158968611784,Ohio,4
2357,131,986.0,30899.0,844.781079790925,5.557912600763682,59.565763812774975,Oklahoma,4
1736,64,0.0,34938.0,871.9080306477994,3.686635944700461,41.15951279086392,Oregon,4
28033,877,0.0,147831.0,1123.8930186040957,3.128455748582028,218.97378602653072,Pennsylvania,4
1043,56,0.0,14192.0,444.37569785959454,5.369127516778524,32.65810688187409,Puerto Rico,4
0,0,0.0,0.0,0.0,0.0,0.0,Recovered,4
3529,139,3208.0,28064.0,2649.144153881444,3.938792859166903,333.12534631726106,Rhode Island,4
3931,111,0.0,34733.0,689.1502438008125,2.8237089799033326,76.34916214029367,South Carolina,4
1311,7,931.0,10550.0,1.1991060962472545e-07,0.5339435545385202,148.19269345589657,South Dakota,4
6341,141,3414.0,85049.0,1295.505252227404,2.223624034064028,92.85163915870352,Tennessee,4
12476,449,8333.0,158547.0,689.7978168910862,3.534136546184739,42.93713303624056,Texas,4
2683,20,2306.0,49678.0,1733.4279638868593,0.7454342154304883,83.68793352876114,Utah,4
774,33,726.0,11507.0,1884.567574694026,4.263565891472868,124.0406481524514,Vermont,4
51,1,4.0,408.0,380.3557444904352,1.96078431372549,47.5444680613044,Virgin Islands,4
6889,208,5730.0,46444.0,587.3611871666816,3.0193061402235446,80.70979632287153,Virginia,4
11057,630,0.0,124283.0,1646.2626250049177,5.697748032920322,145.2023029082615,Washington,4
728,12,493.0,18306.0,1383.6755611119593,1.6483516483516485,40.62166775381707,West Virginia,4
3875,197,0.0,44849.0,8.247066433041578e-08,5.083870967741936,66.55292271239142,Wisconsin,4
296,2,146.0,6427.0,1292.5347920521278,0.6756756756756757,51.14391309681577,Wyoming,4
4557,148,0.0,82609.0,0.0,3.247750713188501,92.93958926697648,Alabama,5
309,9,172.0,9450.0,1580.9311266099985,2.912621359223301,42.23937010026725,Alaska,5
0,0,0.0,3.0,5.3917075537822825,0.0,0.0,American Samoa,5
4511,169,3803.0,62213.0,676.3554620958611,3.746397694524496,61.975207993386746,Arizona,5
1695,37,1065.0,23494.0,907.445152174929,2.182890855457228,56.16666953851211,Arkansas,5
29293,1023,0.0,258800.0,660.0589360196814,3.4888881302700305,74.13655263081503,California,5
14027,954,0.0,41830.0,738.1574087586797,4.280289955125992,150.91853490071432,Colorado,5
16809,1036,0.0,55462.0,1555.611091056625,6.163364864060919,471.46274619687,Connecticut,5
2317,77,1862.0,13350.0,2.260506652535933e-07,3.323262839879154,237.94266372550229,Delaware,5
49,0,49.0,0.0,0.0,0.0,0.0,Diamond Princess,5
2476,86,1817.0,12643.0,1791.4300976692846,3.4733441033925687,350.832944857166,District of Columbia,5
24759,725,0.0,402285.0,1873.03252665772,2.9282281190678137,115.27750805403754,Florida,5
17194,650,0.0,71684.0,706.9851222849336,3.780388507618937,161.94136750509043,Georgia,5
